Address;AddressFM;location;point;Lat;Long
Liebknechtstraße;Frankfurt am Main Liebknechtstraße;Liebknechtstraße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1067458, 8.5430423, 0.0;501.067.458;85.430.423
Liederbacher Straße;Frankfurt am Main Liederbacher Straße;Liederbacher Straße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1019475, 8.5390771, 0.0;501.019.475;85.390.771
Liegnitzer Straße;Frankfurt am Main Liegnitzer Straße;Liegnitzer Straße, Fritz-Kissel-Siedlung, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60598, Deutschland;50.0893915, 8.6732316, 0.0;500.893.915;86.732.316
Liesel-Christ-Anlage;Frankfurt am Main Liesel-Christ-Anlage;Liesel-Christ-Anlage, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.11640195, 8.67139271316705, 0.0;5.011.640.195;867.139.271.316.705
Ligusterweg;Frankfurt am Main Ligusterweg;Ligusterweg, Frankfurter Berg, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1658321, 8.6717067, 0.0;501.658.321;86.717.067
Lili-Schönemann-Steige;Frankfurt am Main Lili-Schönemann-Steige;Lili-Schönemann-Steige, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1175006, 8.7144443, 0.0;501.175.006;87.144.443
Liliencronstraße;Frankfurt am Main Liliencronstraße;Liliencronstraße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60320, Deutschland;50.1405253, 8.6671964, 0.0;501.405.253;86.671.964
Lilienthalallee;Frankfurt am Main Lilienthalallee;Lilienthalallee, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60487, Deutschland;50.1297075, 8.6487677, 0.0;501.297.075;86.487.677
Limescorso;Frankfurt am Main Limescorso;Limescorso, NWZ, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.157817, 8.6333754, 0.0;50.157.817;86.333.754
Limpurgergasse;Frankfurt am Main Limpurgergasse;Limpurgergasse, Innenstadt, Altstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1099962, 8.6802497, 0.0;501.099.962;86.802.497
Lindenau;Frankfurt am Main Lindenau;Lindenau, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1576872, 8.6562254, 0.0;501.576.872;86.562.254
Lindenhag;Frankfurt am Main Lindenhag;Lindenhag, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.1068989, 8.6018769, 0.0;501.068.989;86.018.769
Lindenring;Frankfurt am Main Lindenring;Lindenring, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60431, Deutschland;50.1548762, 8.6547712, 0.0;501.548.762;86.547.712
Lindenscheidstraße;Frankfurt am Main Lindenscheidstraße;Lindenscheidstraße, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1191465, 8.5616369, 0.0;501.191.465;85.616.369
Lindenstraße;Frankfurt am Main Lindenstraße;Lindenstraße, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60325, Deutschland;50.1183963, 8.6618228, 0.0;501.183.963;86.618.228
Lindleystraße;Frankfurt am Main Lindleystraße;Lindleystraße, Osthafen, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60314, Deutschland;50.1131239, 8.7206552, 0.0;501.131.239;87.206.552
Linkstraße;Frankfurt am Main Linkstraße;Linkstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0923856, 8.6054488, 0.0;500.923.856;86.054.488
Linnestraße;Frankfurt am Main Linnestraße;Linnestraße, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1211594, 8.7076716, 0.0;501.211.594;87.076.716
Lise-Meitner-Straße;Frankfurt am Main Lise-Meitner-Straße;Lise-Meitner-Straße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1155997, 8.6406556, 0.0;501.155.997;86.406.556
Lissabonner Straße;Frankfurt am Main Lissabonner Straße;Lissabonner Straße, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.107984, 8.64442017819384, 0.0;50.107.984;864.442.017.819.384
Lixfelder Weg;Frankfurt am Main Lixfelder Weg;Lixfelder Weg, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1190562, 8.6029649, 0.0;501.190.562;86.029.649
Lochmühlstraße;Frankfurt am Main Lochmühlstraße;Lochmühlstraße, Nieder-Erlenbach, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2034716, 8.707219, 0.0;502.034.716;8.707.219
Löhnunggasse;Frankfurt am Main Löhnunggasse;Löhnunggasse, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1233533, 8.7690529, 0.0;501.233.533;87.690.529
Lönsweg;Frankfurt am Main Lönsweg;Lönsweg, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0833364, 8.5761734, 0.0;500.833.364;85.761.734
Lötzener Straße;Frankfurt am Main Lötzener Straße;Lötzener Straße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60487, Deutschland;50.1252927, 8.6244846, 0.0;501.252.927;86.244.846
Löwengasse;Frankfurt am Main Löwengasse;Löwengasse, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1276977, 8.7098692, 0.0;501.276.977;87.098.692
Lohoffstraße;Frankfurt am Main Lohoffstraße;Lohoffstraße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1237721, 8.604729, 0.0;501.237.721;8.604.729
Lohrgasse;Frankfurt am Main Lohrgasse;Lohrgasse, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1462353, 8.7279129, 0.0;501.462.353;87.279.129
Londoner Straße;Frankfurt am Main Londoner Straße;Londoner Straße, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.1081314, 8.6480116, 0.0;501.081.314;86.480.116
Loreleistraße;Frankfurt am Main Loreleistraße;Loreleistraße, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1072534, 8.540183, 0.0;501.072.534;8.540.183
Lorsbacher Straße;Frankfurt am Main Lorsbacher Straße;Lorsbacher Straße, Hellerhofsiedlung, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.1032455, 8.6272937, 0.0;501.032.455;86.272.937
Lorscher Straße;Frankfurt am Main Lorscher Straße;Lorscher Straße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1289246, 8.6060527, 0.0;501.289.246;86.060.527
Lortzingstraße;Frankfurt am Main Lortzingstraße;Lortzingstraße, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60318, Deutschland;50.1271774, 8.6901855, 0.0;501.271.774;86.901.855
Lotzstraße;Frankfurt am Main Lotzstraße;Lotzstraße, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.1030657, 8.5674021, 0.0;501.030.657;85.674.021
Louis-Appia-Passage;Frankfurt am Main Louis-Appia-Passage;Louis-Appia-Passage, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60314, Deutschland;50.1126053, 8.7055846, 0.0;501.126.053;87.055.846
Louis-Pasteur-Straße;Frankfurt am Main Louis-Pasteur-Straße;Louis-Pasteur-Straße, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1684622, 8.6398574, 0.0;501.684.622;86.398.574
Loënstraße;Frankfurt am Main Loënstraße;Loënstraße, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60322, Deutschland;50.1313625, 8.6807361, 0.0;501.313.625;86.807.361
Lucaestraße;Frankfurt am Main Lucaestraße;Lucaestraße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1484637, 8.6667084, 0.0;501.484.637;86.667.084
Luciusstraße;Frankfurt am Main Luciusstraße;Luciusstraße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.0982786, 8.5423121, 0.0;500.982.786;85.423.121
Lucy-Hillebrand-Straße;Frankfurt am Main Lucy-Hillebrand-Straße;Lucy-Hillebrand-Straße, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1745271, 8.62394, 0.0;501.745.271;862.394
Ludolfusstraße;Frankfurt am Main Ludolfusstraße;Ludolfusstraße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60487, Deutschland;50.1229426, 8.6516349, 0.0;501.229.426;86.516.349
Ludwig-Emmel-Weg;Frankfurt am Main Ludwig-Emmel-Weg;Ludwig-Emmel-Weg, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1577213, 8.7735542, 0.0;501.577.213;87.735.542
Ludwig-Erhard-Anlage;Frankfurt am Main Ludwig-Erhard-Anlage;Ludwig-Erhard-Anlage, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60325, Deutschland;50.11378915, 8.65192732490935, 0.0;5.011.378.915;865.192.732.490.935
Ludwig-Fulda-Weg;Frankfurt am Main Ludwig-Fulda-Weg;Ludwig-Fulda-Weg, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1772429, 8.63124412959184, 0.0;501.772.429;863.124.412.959.184
Ludwig-Gehm-Weg;Frankfurt am Main Ludwig-Gehm-Weg;Ludwig-Gehm-Weg, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1444451, 8.6120087, 0.0;501.444.451;86.120.087
Ludwig-Hensler-Straße;Frankfurt am Main Ludwig-Hensler-Straße;Ludwig-Hensler-Straße, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1117161, 8.525927, 0.0;501.117.161;8.525.927
Ludwig-Jost-Allee;Frankfurt am Main Ludwig-Jost-Allee;Ludwig-Jost-Allee, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1138429, 8.5465432, 0.0;501.138.429;85.465.432
Ludwig-Klemann-Weg;Frankfurt am Main Ludwig-Klemann-Weg;Ludwig-Klemann-Weg, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1576321, 8.7511202, 0.0;501.576.321;87.511.202
Ludwig-Landmann-Straße;Frankfurt am Main Ludwig-Landmann-Straße;Ludwig-Landmann-Straße, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1397308, 8.6120283, 0.0;501.397.308;86.120.283
Ludwig-Quidde-Straße;Frankfurt am Main Ludwig-Quidde-Straße;Ludwig-Quidde-Straße, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2001782, 8.6654935, 0.0;502.001.782;86.654.935
Ludwig-Rehn-Straße;Frankfurt am Main Ludwig-Rehn-Straße;Ludwig-Rehn-Straße, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0966964, 8.6656098, 0.0;500.966.964;86.656.098
Ludwig-Reinheimer-Straße;Frankfurt am Main Ludwig-Reinheimer-Straße;Ludwig-Reinheimer-Straße, Kleintierzuchtverein, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1646708, 8.6394886, 0.0;501.646.708;86.394.886
Ludwig-Richter-Straße;Frankfurt am Main Ludwig-Richter-Straße;Ludwig-Richter-Straße, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1543533, 8.6610087, 0.0;501.543.533;86.610.087
Ludwig-Ruppel-Straße;Frankfurt am Main Ludwig-Ruppel-Straße;Ludwig-Ruppel-Straße, Bonames, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1810475, 8.659826, 0.0;501.810.475;8.659.826
Ludwig-Scriba-Straße;Frankfurt am Main Ludwig-Scriba-Straße;Ludwig-Scriba-Straße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1032502, 8.5533741, 0.0;501.032.502;85.533.741
Ludwig-Tieck-Straße;Frankfurt am Main Ludwig-Tieck-Straße;Ludwig-Tieck-Straße, Ginnheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60431, Deutschland;50.1503829, 8.6553903, 0.0;501.503.829;86.553.903
Ludwig-Zamenhof-Weg;Frankfurt am Main Ludwig-Zamenhof-Weg;Ludwig-Zamenhof-Weg, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60598, Deutschland;50.089494, 8.6832918, 0.0;50.089.494;86.832.918
Ludwigsburger Weg;Frankfurt am Main Ludwigsburger Weg;Ludwigsburger Weg, Zeilsheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.0968652, 8.4968365, 0.0;500.968.652;84.968.365
Ludwigshafener Straße;Frankfurt am Main Ludwigshafener Straße;Ludwigshafener Straße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.0981789, 8.543043, 0.0;500.981.789;8.543.043
Ludwigstraße;Frankfurt am Main Ludwigstraße;Ludwigstraße, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.1096359, 8.6567273, 0.0;501.096.359;86.567.273
Lübecker Straße;Frankfurt am Main Lübecker Straße;Lübecker Straße, Westend Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60322, Deutschland;50.1288957, 8.6724094, 0.0;501.288.957;86.724.094
Luginsland;Frankfurt am Main Luginsland;Luginsland, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.1141179, 8.6732208, 0.0;501.141.179;86.732.208
Luisenplatz;Frankfurt am Main Luisenplatz;Luisenplatz, Nordend Ost, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60316, Deutschland;50.1224151, 8.696563, 0.0;501.224.151;8.696.563
Luisenstraße;Frankfurt am Main Luisenstraße;Luisenstraße, Nordend Ost, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60316, Deutschland;50.1224767, 8.6967094, 0.0;501.224.767;86.967.094
Lupinenweg;Frankfurt am Main Lupinenweg;Lupinenweg, Frankfurter Berg, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1659961, 8.6726742, 0.0;501.659.961;86.726.742
Lurgiallee;Frankfurt am Main Lurgiallee;Lurgiallee, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1698114, 8.6407118, 0.0;501.698.114;86.407.118
Luthmerstraße;Frankfurt am Main Luthmerstraße;Luthmerstraße, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.1010085, 8.5712436, 0.0;501.010.085;85.712.436
Luxemburgerallee;Frankfurt am Main Luxemburgerallee;Luxemburgerallee, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1183469, 8.7130797, 0.0;501.183.469;87.130.797
Luzernenweg;Frankfurt am Main Luzernenweg;Luzernenweg, Frankfurter Berg, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1675509, 8.6757817, 0.0;501.675.509;86.757.817
Lyoner Straße;Frankfurt am Main Lyoner Straße;Lyoner Straße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0849774, 8.6291088, 0.0;500.849.774;86.291.088
Madrider Straße;Frankfurt am Main Madrider Straße;Madrider Straße, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.1080367, 8.6458137, 0.0;501.080.367;86.458.137
Märker Straße;Frankfurt am Main Märker Straße;Märker Straße, Nieder-Erlenbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1987224, 8.7091362, 0.0;501.987.224;87.091.362
Magda-Spiegel-Weg;Frankfurt am Main Magda-Spiegel-Weg;Magda-Spiegel-Weg, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1826672, 8.6257433, 0.0;501.826.672;86.257.433
Magnolienstraße;Frankfurt am Main Magnolienstraße;Magnolienstraße, Parkstadt Unterliederbach, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1046695, 8.5265425, 0.0;501.046.695;85.265.425
Mahräckerstraße;Frankfurt am Main Mahräckerstraße;Mahräckerstraße, Ginnheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60431, Deutschland;50.1402895, 8.6458377, 0.0;501.402.895;86.458.377
Mailänder Straße;Frankfurt am Main Mailänder Straße;Mailänder Straße, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60598, Deutschland;50.0910926, 8.6883729, 0.0;500.910.926;86.883.729
Main-Neckar-Brücke;Frankfurt am Main Main-Neckar-Brücke;Main-Neckar-Brücke, Gutleutviertel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.095608, 8.65402975655664, 0.0;50.095.608;865.402.975.655.664
Mainberg;Frankfurt am Main Mainberg;Mainberg, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1000159, 8.551959, 0.0;501.000.159;8.551.959
Mainfeldstraße;Frankfurt am Main Mainfeldstraße;Mainfeldstraße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0906704, 8.643089, 0.0;500.906.704;8.643.089
Mainkai;Frankfurt am Main Mainkai;Mainkai, Innenstadt, Altstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1095694, 8.6869478, 0.0;501.095.694;86.869.478
Mainkurstraße;Frankfurt am Main Mainkurstraße;Mainkurstraße, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1246427, 8.7085716, 0.0;501.246.427;87.085.716
Mainluststraße;Frankfurt am Main Mainluststraße;Mainluststraße, Bahnhofsviertel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60329, Deutschland;50.1063143, 8.6719225, 0.0;501.063.143;86.719.225
Mainstraße;Frankfurt am Main Mainstraße;Mainstraße, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1104051, 8.6894816, 0.0;501.104.051;86.894.816
Mainwasenweg;Frankfurt am Main Mainwasenweg;Mainwasenweg, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.1054689, 8.7175379, 0.0;501.054.689;87.175.379
Mainzer Landstraße;Frankfurt am Main Mainzer Landstraße;Mainzer Landstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.100146, 8.6093344, 0.0;50.100.146;86.093.344
Malapertstraße;Frankfurt am Main Malapertstraße;Malapertstraße, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60320, Deutschland;50.1351253, 8.6824824, 0.0;501.351.253;86.824.824
Malvenweg;Frankfurt am Main Malvenweg;Malvenweg, Frankfurter Berg, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1668676, 8.6810161, 0.0;501.668.676;86.810.161
Malßstraße;Frankfurt am Main Malßstraße;Malßstraße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60320, Deutschland;50.1396413, 8.6698408, 0.0;501.396.413;86.698.408
Mammolshainer Straße;Frankfurt am Main Mammolshainer Straße;Mammolshainer Straße, Hellerhofsiedlung, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.1063573, 8.6243141, 0.0;501.063.573;86.243.141
Manderscheider Straße;Frankfurt am Main Manderscheider Straße;Manderscheider Straße, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0845971, 8.5777583, 0.0;500.845.971;85.777.583
Mannheimer Straße;Frankfurt am Main Mannheimer Straße;Mannheimer Straße, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60329, Deutschland;50.1053639, 8.662681, 0.0;501.053.639;8.662.681
Manskopfstraße;Frankfurt am Main Manskopfstraße;Manskopfstraße, Kuhwaldsiedlung, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1141237, 8.6342561, 0.0;501.141.237;86.342.561
Marbachweg;Frankfurt am Main Marbachweg;Marbachweg, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60320, Deutschland;50.1391907, 8.6723356, 0.0;501.391.907;86.723.356
Marburger Straße;Frankfurt am Main Marburger Straße;Marburger Straße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60487, Deutschland;50.1242596, 8.6431702, 0.0;501.242.596;86.431.702
Marderweg;Frankfurt am Main Marderweg;Marderweg, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.1012033, 8.5941588, 0.0;501.012.033;85.941.588
Margarete-Steiff-Straße;Frankfurt am Main Margarete-Steiff-Straße;Margarete-Steiff-Straße, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1784931, 8.6391318, 0.0;501.784.931;86.391.318
Margarete-Susman-Weg;Frankfurt am Main Margarete-Susman-Weg;Margarete-Susman-Weg, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1800474, 8.633994, 0.0;501.800.474;8.633.994
Margaretenstraße;Frankfurt am Main Margaretenstraße;Margaretenstraße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.123751, 8.6046477, 0.0;50.123.751;86.046.477
Margeritenweg;Frankfurt am Main Margeritenweg;Margeritenweg, Frankfurter Berg, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1650282, 8.682124, 0.0;501.650.282;8.682.124
Mariannenstraße;Frankfurt am Main Mariannenstraße;Mariannenstraße, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.1011919, 8.69840401611063, 0.0;501.011.919;869.840.401.611.063
Marianne-Beuchert-Platz;Frankfurt am Main Marianne-Beuchert-Platz;Marianne-Beuchert-Platz, Preungesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.14472325, 8.69969596071822, 0.0;5.014.472.325;869.969.596.071.822
Marie-Curie-Straße;Frankfurt am Main Marie-Curie-Straße;Marie-Curie-Straße, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1703975, 8.63589, 0.0;501.703.975;863.589
Marie-Luise-Kaschnitz-Straße;Frankfurt am Main Marie-Luise-Kaschnitz-Straße;Marie-Luise-Kaschnitz-Straße, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1674571, 8.6159978, 0.0;501.674.571;86.159.978
Marienberger Straße;Frankfurt am Main Marienberger Straße;Marienberger Straße, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1216472, 8.5640614, 0.0;501.216.472;85.640.614
Marienburgstraße;Frankfurt am Main Marienburgstraße;Marienburgstraße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0921266, 8.649569, 0.0;500.921.266;8.649.569
Marienstraße;Frankfurt am Main Marienstraße;Marienstraße, Bahnhofsviertel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60329, Deutschland;50.1117304, 8.6679164, 0.0;501.117.304;86.679.164
Mark-Aurel-Straße;Frankfurt am Main Mark-Aurel-Straße;Mark-Aurel-Straße, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1594813, 8.6449642, 0.0;501.594.813;86.449.642
Markgrafenstraße;Frankfurt am Main Markgrafenstraße;Markgrafenstraße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60487, Deutschland;50.1234167, 8.6459751, 0.0;501.234.167;86.459.751
Markomannenweg;Frankfurt am Main Markomannenweg;Markomannenweg, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1153813, 8.5400933, 0.0;501.153.813;85.400.933
Markt;Frankfurt am Main Markt;Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1106444, 8.6820917, 0.0;501.106.444;86.820.917
Marktstraße;Frankfurt am Main Marktstraße;Marktstraße, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1566077, 8.7608804, 0.0;501.566.077;87.608.804
Marquardstraße;Frankfurt am Main Marquardstraße;Marquardstraße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1224696, 8.6094351, 0.0;501.224.696;86.094.351
Marschnerstraße;Frankfurt am Main Marschnerstraße;Marschnerstraße, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60318, Deutschland;50.1257385, 8.6860369, 0.0;501.257.385;86.860.369
Martin-Böff-Gasse;Frankfurt am Main Martin-Böff-Gasse;Martin-Böff-Gasse, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1205721, 8.771584, 0.0;501.205.721;8.771.584
Martin-Elsässer-Weg;Frankfurt am Main Martin-Elsässer-Weg;Martin-Elsässer-Weg, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60314, Deutschland;50.1106432, 8.6979309, 0.0;501.106.432;86.979.309
Martin-Luther-Platz;Frankfurt am Main Martin-Luther-Platz;Martin-Luther-Platz, Nordend Ost, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60316, Deutschland;50.12397015, 8.69723993853316, 0.0;5.012.397.015;869.723.993.853.316
Martin-Luther-Straße;Frankfurt am Main Martin-Luther-Straße;Martin-Luther-Straße, Nordend Ost, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1272131, 8.6975534, 0.0;501.272.131;86.975.534
Martin-May-Straße;Frankfurt am Main Martin-May-Straße;Martin-May-Straße, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60594, Deutschland;50.1024686, 8.689421, 0.0;501.024.686;8.689.421
Martin-Niemöller-Straße;Frankfurt am Main Martin-Niemöller-Straße;Martin-Niemöller-Straße, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1820637, 8.6226616, 0.0;501.820.637;86.226.616
